# Frequency                gain                      delta_phi                
5.275375641967210640e+02 4.836080341768330682e-01 -1.947690667711832191e-03
5.276632784236760472e+02 4.831634708644416132e-01 -3.255434715942584489e-03
5.277890226088138661e+02 4.827890607042828464e-01 -5.642949537637775848e-03
5.279147967592742816e+02 4.822352541322683095e-01 -6.435844742714191824e-03
5.280406008821972819e+02 4.829139208430988650e-01 -8.237068977798855940e-03
5.281664349847256972e+02 4.829481887971072140e-01 -1.097853286616112811e-02
5.282922990740038358e+02 4.832427512367525324e-01 -1.282755151366155033e-02
5.284181931571778250e+02 4.824239125892013647e-01 -1.398878971042583075e-02
5.285441172413950426e+02 4.825103302343407008e-01 -1.682796448377033016e-02
5.286700713338050264e+02 4.829385538105970821e-01 -1.845404419018681352e-02
5.287960554415589058e+02 4.830844988662837958e-01 -2.028008183616414328e-02
5.289220695718092884e+02 4.824805063741055555e-01 -1.949404561523948587e-02
5.290481137317107141e+02 4.827868434965220112e-01 -2.359087245199686933e-02
5.291741879284198831e+02 4.824178502729156159e-01 -2.457390536776049572e-02
5.293002921690936091e+02 4.823090476759600009e-01 -2.643470785916379739e-02
5.294264264608921167e+02 4.823718612271160611e-01 -2.757521772059279286e-02
5.295525908109766533e+02 4.823432139214569592e-01 -2.906029410529287205e-02
5.296787852265101719e+02 4.820744768666602731e-01 -3.050760052948753298e-02
5.298050097146574444e+02 4.817054345499470758e-01 -3.451763149214892579e-02
5.299312642825848343e+02 4.821512511300612425e-01 -3.515930624875229782e-02
5.300575489374605240e+02 4.818812212934257544e-01 -3.716453029825794729e-02
5.301838636864544014e+02 4.815531494708942817e-01 -3.911283353843586497e-02
5.303102085367382870e+02 4.812547392542680380e-01 -3.878821638345364420e-02
5.304365834954845695e+02 4.812159353410896956e-01 -4.164326953160735201e-02
5.305629885698688213e+02 4.820923822701425054e-01 -4.376329594323458139e-02
5.306894237670676375e+02 4.814536191265751386e-01 -4.557847843075935046e-02
5.308158890942593189e+02 4.818411207094707160e-01 -4.745390104173052848e-02
5.309423845586239850e+02 4.811482298748627762e-01 -4.920430314780022130e-02
5.310689101673434607e+02 4.804988508843975326e-01 -5.053034973351389070e-02
5.311954659276013899e+02 4.806953753180158717e-01 -5.459148776773936618e-02
5.313220518465827809e+02 4.817107927549072466e-01 -5.406844596579496454e-02
5.314486679314751427e+02 4.810340152761420351e-01 -5.750191286300054827e-02
5.315753141894662122e+02 4.804546211790585164e-01 -5.823401705216246782e-02
5.317019906277467953e+02 4.807044566914279171e-01 -5.999538280671234958e-02
5.318286972535090626e+02 4.798884204893819616e-01 -6.104640655912163538e-02
5.319554340739465488e+02 4.801906963724545951e-01 -6.301090391652941491e-02
5.320822010962550621e+02 4.795077775925715713e-01 -6.599167926656379635e-02
5.322089983276316616e+02 4.795899394663392101e-01 -6.641145133574788417e-02
5.323358257752753389e+02 4.802741889786762974e-01 -6.949930685884897485e-02
5.324626834463866771e+02 4.791934936308531734e-01 -6.982327982127856103e-02
5.325895713481681923e+02 4.795728283933738401e-01 -7.223559969110526779e-02
5.327164894878242194e+02 4.793506589186057321e-01 -7.421426436351463707e-02
5.328434378725597753e+02 4.794955197812418302e-01 -7.648836131832004170e-02
5.329704165095828330e+02 4.793176627044412053e-01 -7.851882985779656821e-02
5.330974254061026159e+02 4.790432672533709857e-01 -7.955714199176400214e-02
5.332244645693300527e+02 4.791180809604904112e-01 -8.231285494415852000e-02
5.333515340064778911e+02 4.788499769927076488e-01 -8.384322517306941336e-02
5.334786337247604706e+02 4.783989674751888965e-01 -8.485699665674140135e-02
5.336057637313938358e+02 4.779599205079054780e-01 -8.536370490406763878e-02
5.337329240335958502e+02 4.780922498197169856e-01 -8.908880901253768414e-02
5.338601146385866514e+02 4.781544684572571202e-01 -9.065796905774581305e-02
5.339873355535863766e+02 4.781351438866692782e-01 -9.301631826121781188e-02
5.341145867858186875e+02 4.777847262025144981e-01 -9.413012466187442584e-02
5.342418683425081554e+02 4.778119461928522216e-01 -9.563426312152500941e-02
5.343691802308812839e+02 4.772948013093832320e-01 -9.758042005781142336e-02
5.344965224581662824e+02 4.772193661829952638e-01 -9.848505345681424217e-02
5.346238950315928378e+02 4.770226520335857368e-01 -1.019370029803816635e-01
5.347512979583926835e+02 4.766738089819910762e-01 -1.031122230766645664e-01
5.348787312457991447e+02 4.768864532639466303e-01 -1.045930748046979275e-01
5.350061949010478202e+02 4.768928215877880628e-01 -1.053099512990991471e-01
5.351336889313743086e+02 4.758838919734600936e-01 -1.072713822371293979e-01
5.352612133440178468e+02 4.766510541952833080e-01 -1.092317354705545362e-01
5.353887681462184673e+02 4.769502950719761158e-01 -1.127521446799901739e-01
5.355163533452181355e+02 4.759724420465529793e-01 -1.143026010805225923e-01
5.356439689482606354e+02 4.758502840433948000e-01 -1.152201085695314653e-01
5.357716149625912294e+02 4.752081844248624010e-01 -1.149139932183511625e-01
5.358992913954572259e+02 4.755271243094484901e-01 -1.186684899350916034e-01
5.360269982541072977e+02 4.758088382101963165e-01 -1.200401958912182820e-01
5.361547355457920503e+02 4.745736452832754471e-01 -1.217294733276483854e-01
5.362825032777644765e+02 4.749617852017595787e-01 -1.229467896450531228e-01
5.364103014572773418e+02 4.746671379452677697e-01 -1.250692492043579129e-01
5.365381300915871634e+02 4.742535604319442211e-01 -1.284314362341683058e-01
5.366659891879512543e+02 4.748177518154545473e-01 -1.297134970178226432e-01
5.367938787536288601e+02 4.746446657275005809e-01 -1.298032512096325419e-01
5.369217987958810454e+02 4.735517194750261671e-01 -1.321142288764636241e-01
5.370497493219704666e+02 4.741171499363819319e-01 -1.340750924803852939e-01
5.371777303391614851e+02 4.739156201141040414e-01 -1.352855771334695589e-01
5.373057418547202815e+02 4.738340338779681860e-01 -1.372119858250000490e-01
5.374337838759150827e+02 4.731651798083514326e-01 -1.397681119231588553e-01
5.375618564100147978e+02 4.732643931592230291e-01 -1.417085315196251472e-01
5.376899594642909506e+02 4.733736080450736683e-01 -1.434058483918851934e-01
5.378180930460168838e+02 4.732308156908229257e-01 -1.444999773297586110e-01
5.379462571624673046e+02 4.724202977975866524e-01 -1.459983139485649950e-01
5.380744518209187390e+02 4.726973749437968775e-01 -1.478496200437167118e-01
5.382026770286494184e+02 4.719090638055298825e-01 -1.506075841542147131e-01
5.383309327929393930e+02 4.719654998406330182e-01 -1.512045447314669389e-01
5.384592191210704186e+02 4.719150348613045387e-01 -1.528641331273110637e-01
5.385875360203265245e+02 4.710694544797273120e-01 -1.540014095155779472e-01
5.387158834979918538e+02 4.715330250538873336e-01 -1.578872525117596126e-01
5.388442615613538464e+02 4.717881820887345201e-01 -1.580982631995149212e-01
5.389726702177013067e+02 4.705384465560779050e-01 -1.602183326068939984e-01
5.391011094743245167e+02 4.713152817169120046e-01 -1.634512396598517547e-01
5.392295793385158049e+02 4.709860163792441434e-01 -1.616251625962870087e-01
5.393580798175688642e+02 4.707339621178240341e-01 -1.656883246308589186e-01
5.394866109187794336e+02 4.702171742757881856e-01 -1.663983687811061429e-01
5.396151726494449576e+02 4.707117530308668751e-01 -1.671197769115768672e-01
5.397437650168649270e+02 4.702952122656932077e-01 -1.704920942856884558e-01
5.398723880283394010e+02 4.699453321009431361e-01 -1.726449262559088815e-01
5.400010416911711673e+02 4.693752072565430811e-01 -1.745681200152060519e-01
5.401297260126648325e+02 4.691918068440341649e-01 -1.742736558501225552e-01
5.402584410001263677e+02 4.693536834620619658e-01 -1.771326764448901692e-01
5.403871866608636765e+02 4.685187056733721156e-01 -1.784417243529548003e-01
5.405159630021861403e+02 4.690352777793482253e-01 -1.798851590274002099e-01
5.406447700314051872e+02 4.688062527726180040e-01 -1.816957302244284200e-01
5.407736077558338366e+02 4.678699384540304651e-01 -1.831452292225526080e-01
5.409024761827868133e+02 4.678517275462123481e-01 -1.846472387892919009e-01
5.410313753195812296e+02 4.681615516296543933e-01 -1.868978872804998304e-01
5.411603051735343115e+02 4.675769138448409024e-01 -1.887544178592497346e-01
5.412892657519666955e+02 4.675210736423506819e-01 -1.899825129074370622e-01
5.414182570621999275e+02 4.672064616406512161e-01 -1.915062224670625035e-01
5.415472791115577138e+02 4.672762878278682308e-01 -1.922497602134027872e-01
5.416763319073652383e+02 4.666512788181916838e-01 -1.947540121451676320e-01
5.418054154569495040e+02 4.667876583593502104e-01 -1.966511568488384931e-01
5.419345297676391056e+02 4.666808375388882824e-01 -1.989283872448170953e-01
5.420636748467647976e+02 4.659395214314306921e-01 -2.005943745939267053e-01
5.421928507016590402e+02 4.660214339071187539e-01 -2.025975913603397238e-01
5.423220573396550890e+02 4.664003134833663577e-01 -2.046060298902898644e-01
5.424512947680889283e+02 4.656886614179180928e-01 -2.065644489424931507e-01
5.425805629942982478e+02 4.654905916668982679e-01 -2.065044904733368547e-01
5.427098620256222148e+02 4.651322038429857586e-01 -2.105215948155962913e-01
5.428391918694017022e+02 4.643239866357788959e-01 -2.102494246237447406e-01
5.429685525329795155e+02 4.645931734093423637e-01 -2.109511911862189670e-01
5.430979440237000517e+02 4.647510331441718767e-01 -2.139459621260821898e-01
5.432273663489096407e+02 4.642402495283827757e-01 -2.161011293079737605e-01
5.433568195159567722e+02 4.643476431541342930e-01 -2.163161511188671504e-01
5.434863035321901634e+02 4.633047137592485321e-01 -2.188157234555037078e-01
5.436158184049617148e+02 4.628565682320219810e-01 -2.222217769179755109e-01
5.437453641416246910e+02 4.629621798924997145e-01 -2.217333071739884254e-01
5.438749407495340620e+02 4.626295722581980630e-01 -2.249874371102360548e-01
5.440045482360466167e+02 4.636886115940634934e-01 -2.255153303279886501e-01
5.441341866085208494e+02 4.630430394941582595e-01 -2.260103293715247652e-01
5.442638558743168460e+02 4.625772470106782053e-01 -2.282080641039438973e-01
5.443935560407968524e+02 4.628051027613411250e-01 -2.302601053920230179e-01
5.445232871153244787e+02 4.618500810330582462e-01 -2.312941334758140677e-01
5.446530491052657226e+02 4.608718651554993273e-01 -2.324158060643330970e-01
5.447828420179869227e+02 4.612965979642951742e-01 -2.366620676274364676e-01
5.449126658608574871e+02 4.611350714938906026e-01 -2.377164014325328090e-01
5.450425206412483021e+02 4.611063815200604488e-01 -2.371601872749184992e-01
5.451724063665318454e+02 4.601629418383501036e-01 -2.403348525493389509e-01
5.453023230440822999e+02 4.603530046347660831e-01 -2.416100388927140408e-01
5.454322706812758952e+02 4.598000668564674598e-01 -2.429692904112505936e-01
5.455622492854903385e+02 4.599065782678739001e-01 -2.445112766899701917e-01
5.456922588641051561e+02 4.602500074048562761e-01 -2.446831081028899568e-01
5.458222994245022619e+02 4.590978604660365114e-01 -2.485486319402117061e-01
5.459523709740636832e+02 4.583537217173078160e-01 -2.491793049554642536e-01
5.460824735201747444e+02 4.585983550767585015e-01 -2.505919425764333575e-01
5.462126070702220204e+02 4.580794058679956149e-01 -2.519954530064745235e-01
5.463427716315940188e+02 4.581121134097951852e-01 -2.540471265451031968e-01
5.464729672116806114e+02 4.582165521352443149e-01 -2.541402528532969995e-01
5.466031938178738301e+02 4.572871591434218286e-01 -2.573827338744760773e-01
5.467334514575674120e+02 4.574445704053120565e-01 -2.604727584658625972e-01
5.468637401381564587e+02 4.572342222842975534e-01 -2.615364728206501788e-01
5.469940598670389136e+02 4.573694634916117274e-01 -2.627689037573572861e-01
5.471244106516126067e+02 4.567184405592476515e-01 -2.632149799084246844e-01
5.472547924992787785e+02 4.567095394821913401e-01 -2.659878701260138811e-01
5.473852054174396926e+02 4.558953074693995466e-01 -2.657785139499031501e-01
5.475156494134997729e+02 4.558485902479688101e-01 -2.694306729745408191e-01
