# Frequency                gain                      delta_phi                
5.070787667184407610e+02 4.389147416266666601e-01 3.572599074716524825e-01
5.071996055354078976e+02 4.400708794951583291e-01 3.552055012612216345e-01
5.073204731487295476e+02 4.395761958171572337e-01 3.527985692452859645e-01
5.074413695652670526e+02 4.396844509667839351e-01 3.522460467807686513e-01
5.075622947918847672e+02 4.403960980790400659e-01 3.504750165206842460e-01
5.076832488354482962e+02 4.403314722518767987e-01 3.488025871945432677e-01
5.078042317028247794e+02 4.406341371368833193e-01 3.465042445662320780e-01
5.079252434008830619e+02 4.408268630079439920e-01 3.459167124320603470e-01
5.080462839364935803e+02 4.407470055797531594e-01 3.446092231862838418e-01
5.081673533165284766e+02 4.412787221165089813e-01 3.425391138284967774e-01
5.082884515478614276e+02 4.411901183230146350e-01 3.409332602711860893e-01
5.084095786373683268e+02 4.421006779941655807e-01 3.383759178048753036e-01
5.085307345919252384e+02 4.417950858432262429e-01 3.384290154201941014e-01
5.086519194184112962e+02 4.420044213674566569e-01 3.381069012795054896e-01
5.087731331237067707e+02 4.423320438544661726e-01 3.347288270120158948e-01
5.088943757146935809e+02 4.429141361079848571e-01 3.321634226738683360e-01
5.090156471982553512e+02 4.428849151026434949e-01 3.320192807422253090e-01
5.091369475812772407e+02 4.427678065589172873e-01 3.304607552962242067e-01
5.092582768706461138e+02 4.423639900732043162e-01 3.283905898801822154e-01
5.093796350732504834e+02 4.433675200856743714e-01 3.270499719877415501e-01
5.095010221959805108e+02 4.426242176486156477e-01 3.252961737049742119e-01
5.096224382457282900e+02 4.435586960838075465e-01 3.244495595050254089e-01
5.097438832293865403e+02 4.434186950703481456e-01 3.207367968197334385e-01
5.098653571538505958e+02 4.434713838139717756e-01 3.207780666837001249e-01
5.099868600260172116e+02 4.435960215827389752e-01 3.200050844692863272e-01
5.101083918527848482e+02 4.440203744393840801e-01 3.158733995465445865e-01
5.102299526410533304e+02 4.434417717277706061e-01 3.155490554059547925e-01
5.103515423977244154e+02 4.448675776717292973e-01 3.134954539551704222e-01
5.104731611297013387e+02 4.436062596856789053e-01 3.125004660755474895e-01
5.105948088438889840e+02 4.451456181439156778e-01 3.104811862056289229e-01
5.107164855471944520e+02 4.455049564240331494e-01 3.100690414200082401e-01
5.108381912465250139e+02 4.455312618204337882e-01 3.076145900583093784e-01
5.109599259487910103e+02 4.451078487779118187e-01 3.063429342417394174e-01
5.110816896609039759e+02 4.451752688147259107e-01 3.034542697678896950e-01
5.112034823897769797e+02 4.452892759391008370e-01 3.035766467310367922e-01
5.113253041423249101e+02 4.455229402996022658e-01 3.012402386412271760e-01
5.114471549254641900e+02 4.454327605589970540e-01 2.995635574108450605e-01
5.115690347461128908e+02 4.459829793078042837e-01 2.982443638564022947e-01
5.116909436111908462e+02 4.463970103670597545e-01 2.956894385669373015e-01
5.118128815276198225e+02 4.464897998015717739e-01 2.950156119784645981e-01
5.119348485023219837e+02 4.465502983849736207e-01 2.923584887285759493e-01
5.120568445422225068e+02 4.463357033996132039e-01 2.918401515154918080e-01
5.121788696542477055e+02 4.469860285927718668e-01 2.908162850787427978e-01
5.123009238453256557e+02 4.471429380319223990e-01 2.887697542473137702e-01
5.124230071223859113e+02 4.470010788286543080e-01 2.869601229451799185e-01
5.125451194923597313e+02 4.468719912052982468e-01 2.845012049736492799e-01
5.126672609621803076e+02 4.471727309124628458e-01 2.824343921740037899e-01
5.127894315387819688e+02 4.468885634602502988e-01 2.828246876057729509e-01
5.129116312291015447e+02 4.480027436529464557e-01 2.793546643688098463e-01
5.130338600400760924e+02 4.481871755897714471e-01 2.781477578690894070e-01
5.131561179786456250e+02 4.481434229453677975e-01 2.777578739319102041e-01
5.132784050517511787e+02 4.476352544992235338e-01 2.762828732206172866e-01
5.134007212663358359e+02 4.486572199776433512e-01 2.745281200879330363e-01
5.135230666293440436e+02 4.488164770627795508e-01 2.729744695569493729e-01
5.136454411477219537e+02 4.483609937658560307e-01 2.707820057306578043e-01
5.137678448284174237e+02 4.489813508358775906e-01 2.696335162043754785e-01
5.138902776783800164e+02 4.487415724121823213e-01 2.674603078993871286e-01
5.140127397045607722e+02 4.487740023977465076e-01 2.654677656772443939e-01
5.141352309139130057e+02 4.494187131655241196e-01 2.640402853090071389e-01
5.142577513133902585e+02 4.491169329454041126e-01 2.620866799445540352e-01
5.143803009099491419e+02 4.487637144284489232e-01 2.607693769988301824e-01
5.145028797105474041e+02 4.495031569119158354e-01 2.601366245625400531e-01
5.146254877221443849e+02 4.496079425363198045e-01 2.580680992877111279e-01
5.147481249517013566e+02 4.500069640138542049e-01 2.572672569230918249e-01
5.148707914061809561e+02 4.501617271411779697e-01 2.558550397428205336e-01
5.149934870925476389e+02 4.494703229718904347e-01 2.527513729398100928e-01
5.151162120177673387e+02 4.499816248170571131e-01 2.509026077369611585e-01
5.152389661888084902e+02 4.503277924605110782e-01 2.489408812483486777e-01
5.153617496126394144e+02 4.506143178965055784e-01 2.479629839917341094e-01
5.154845622962316156e+02 4.502713275194187292e-01 2.466886575032551931e-01
5.156074042465578486e+02 4.503771564290875995e-01 2.448849536328308041e-01
5.157302754705924599e+02 4.510620864004859509e-01 2.433643321127845205e-01
5.158531759753116148e+02 4.507606014794103833e-01 2.406131224249894451e-01
5.159761057676927294e+02 4.512961164499512678e-01 2.394838271270565144e-01
5.160990648547154933e+02 4.506603855687041360e-01 2.379767156955354679e-01
5.162220532433607332e+02 4.521395217604138872e-01 2.364959175237646427e-01
5.163450709406115493e+02 4.514771668969712604e-01 2.342223686471402999e-01
5.164681179534516104e+02 4.509969152040816942e-01 2.331077981635760743e-01
5.165911942888672002e+02 4.516825489060440901e-01 2.317822166265801620e-01
5.167142999538459662e+02 4.514648097805717963e-01 2.308915352088787287e-01
5.168374349553774891e+02 4.515359602328269384e-01 2.282047863195910686e-01
5.169605993004524862e+02 4.521695468710563159e-01 2.269949537397866202e-01
5.170837929960639485e+02 4.520329607208746769e-01 2.253469554036500178e-01
5.172070160492058903e+02 4.518087222016256566e-01 2.233458440815181412e-01
5.173302684668745997e+02 4.520966719364645781e-01 2.213286127343101484e-01
5.174535502560676150e+02 4.526538319150701373e-01 2.201632251541147944e-01
5.175768614237848624e+02 4.529173795717487683e-01 2.184903631744159469e-01
5.177002019770262677e+02 4.528512929892902217e-01 2.172247186945104325e-01
5.178235719227950540e+02 4.525209740343362208e-01 2.158539166885740102e-01
5.179469712680955809e+02 4.529459240045912716e-01 2.129106254343562377e-01
5.180704000199339134e+02 4.526511927230970622e-01 2.123555843857163339e-01
5.181938581853177084e+02 4.532732692174925027e-01 2.107023948139494784e-01
5.183173457712562140e+02 4.527135551140932246e-01 2.092623919968894519e-01
5.184408627847607249e+02 4.527803977875498598e-01 2.070176825056164738e-01
5.185644092328436727e+02 4.534783357871992049e-01 2.040268203573822881e-01
5.186879851225199900e+02 4.529051372299516820e-01 2.041405459628369279e-01
5.188115904608048368e+02 4.537610438782511690e-01 2.022324801703225816e-01
5.189352252547163289e+02 4.537018329566891439e-01 1.994983919249131432e-01
5.190588895112739465e+02 4.533297794320695351e-01 1.987033697137476906e-01
5.191825832374986476e+02 4.535126133988203745e-01 1.972237158591187978e-01
5.193063064404132092e+02 4.537270922521632888e-01 1.945627366998712304e-01
5.194300591270420000e+02 4.531796449969421325e-01 1.940658844489422385e-01
5.195538413044112076e+02 4.540606569381166469e-01 1.922857282333163553e-01
5.196776529795486113e+02 4.547667394445177869e-01 1.905199606742242757e-01
5.198014941594839229e+02 4.537874342594692134e-01 1.890669963839908263e-01
5.199253648512474228e+02 4.544142489375307403e-01 1.880116102256401689e-01
5.200492650618723474e+02 4.536704768630624995e-01 1.852544556302788692e-01
5.201731947983931832e+02 4.540803382922416476e-01 1.830801781814570539e-01
5.202971540678460087e+02 4.542244869667487195e-01 1.820577929432434239e-01
5.204211428772687213e+02 4.544712442804780261e-01 1.801163922875161916e-01
5.205451612337006964e+02 4.548189603744176024e-01 1.782084293068368908e-01
5.206692091441832417e+02 4.545863574702417309e-01 1.773087011691085735e-01
5.207932866157590297e+02 4.545860591453869115e-01 1.746191028460728489e-01
5.209173936554727788e+02 4.546766198306425588e-01 1.733530092007837808e-01
5.210415302703709131e+02 4.554379057585554724e-01 1.720177144395278468e-01
5.211656964675006520e+02 4.547088899470870249e-01 1.688989298387122417e-01
5.212898922539118303e+02 4.544246497991099587e-01 1.693789465338837452e-01
5.214141176366557602e+02 4.551355263958344333e-01 1.669160656668604581e-01
5.215383726227852321e+02 4.550619063105732498e-01 1.656588652565202935e-01
5.216626572193550828e+02 4.554009576094736333e-01 1.645873418766665708e-01
5.217869714334213995e+02 4.555032147441627766e-01 1.619156413258764360e-01
5.219113152720423159e+02 4.556952387877561406e-01 1.603358571716269054e-01
5.220356887422773298e+02 4.546402943700178501e-01 1.587573607717169821e-01
5.221600918511882128e+02 4.556894881386895912e-01 1.567597032189178563e-01
5.222845246058371913e+02 4.549716891308315803e-01 1.552125152922152473e-01
5.224089870132893338e+02 4.556375980612423771e-01 1.542212758082217583e-01
5.225334790806109595e+02 4.555287145487431633e-01 1.522063890114395690e-01
5.226580008148702063e+02 4.555471718242308232e-01 1.510525637710036229e-01
5.227825522231369177e+02 4.557670603618533267e-01 1.483917612693654853e-01
5.229071333124823013e+02 4.559869522182519730e-01 1.473506420950072560e-01
5.230317440899796111e+02 4.559388408702872986e-01 1.457841470451932686e-01
5.231563845627036926e+02 4.562130543083558476e-01 1.444202599358961336e-01
5.232810547377314379e+02 4.561406604680797727e-01 1.422881887266811418e-01
5.234057546221399662e+02 4.565868044632518941e-01 1.402866217957656758e-01
5.235304842230098075e+02 4.562238578408510103e-01 1.401510493680699909e-01
5.236552435474224012e+02 4.559333997225541446e-01 1.378048101389879321e-01
5.237800326024610058e+02 4.565380456664132058e-01 1.349053543070017902e-01
5.239048513952104713e+02 4.560897538736362611e-01 1.335833264029724354e-01
5.240296999327575804e+02 4.566597859543711224e-01 1.314416680132475257e-01
5.241545782221903664e+02 4.564270803978284774e-01 1.301478166205329856e-01
5.242794862705991363e+02 4.560776406020453089e-01 1.288863899579983929e-01
5.244044240850757888e+02 4.561937067908483634e-01 1.279859609548159582e-01
5.245293916727129044e+02 4.562358406032626656e-01 1.260142084098307969e-01
5.246543890406059063e+02 4.564471619852049078e-01 1.232216235807004345e-01
5.247794161958515815e+02 4.564752939064365411e-01 1.216417623598391451e-01
5.249044731455484225e+02 4.564159455655576458e-01 1.207978502529907239e-01
5.250295598967965134e+02 4.564809949780638254e-01 1.192912944293187394e-01
5.251546764566976435e+02 4.567043552405600226e-01 1.173949723976122073e-01
5.252798228323553076e+02 4.561438152375878463e-01 1.150519128453741935e-01
5.254049990308749329e+02 4.569669434951578180e-01 1.119963589823242955e-01
5.255302050593630838e+02 4.567727303728749688e-01 1.110138807401663819e-01
5.256554409249291666e+02 4.563544241460924522e-01 1.108048719234600021e-01
5.257807066346822467e+02 4.568424960380563782e-01 1.081992512666265505e-01
5.259060021957349136e+02 4.572127421752122944e-01 1.065090936547563594e-01
5.260313276152008939e+02 4.571207995582383110e-01 1.056404393416294774e-01
5.261566829001955057e+02 4.569031899348480752e-01 1.035968029480538455e-01
5.262820680578357724e+02 4.575018708097712827e-01 1.029383841896218676e-01
5.264074830952405364e+02 4.571970524884272358e-01 9.967183547303593016e-02
5.265329280195302317e+02 4.568096226623001854e-01 9.851897655563934819e-02
5.266584028378268840e+02 4.570961374825588952e-01 9.687988837421190880e-02
5.267839075572551337e+02 4.565992583118620995e-01 9.610742088563162255e-02
5.269094421849392802e+02 4.567187993651487532e-01 9.427235280575940735e-02
5.270350067280072608e+02 4.570791903421869695e-01 9.205764663972049178e-02
5.271606011935879224e+02 4.566155740185294798e-01 8.979283049103559122e-02
5.272862255888119307e+02 4.568908351327468642e-01 8.881694877107371155e-02
5.274118799208116570e+02 4.564480647017402082e-01 8.743958193067502549e-02
5.275375641967210640e+02 4.572964527793052514e-01 8.502394792205292262e-02
5.276632784236760472e+02 4.571873792957996119e-01 8.371521678362547902e-02
5.277890226088138661e+02 4.568654120917817751e-01 8.170310288546289712e-02
5.279147967592742816e+02 4.566905235859675671e-01 7.971673454240901791e-02
5.280406008821972819e+02 4.573128027458417399e-01 7.830137744148091272e-02
5.281664349847256972e+02 4.571083383311637660e-01 7.711681766876976596e-02
5.282922990740038358e+02 4.568186091230316825e-01 7.464476597306246575e-02
5.284181931571778250e+02 4.571644349925992334e-01 7.449291173225436324e-02
5.285441172413950426e+02 4.571776103499107236e-01 7.257688922863003711e-02
5.286700713338050264e+02 4.569169858110523341e-01 6.927418235186211248e-02
5.287960554415589058e+02 4.567837293823401312e-01 6.821634024800626861e-02
5.289220695718092884e+02 4.566278490456300854e-01 6.635236024998247828e-02
5.290481137317107141e+02 4.563706369468383262e-01 6.525808416453715566e-02
5.291741879284198831e+02 4.571342829259719687e-01 6.397808817109762458e-02
5.293002921690936091e+02 4.566863175722504775e-01 6.188083682691392085e-02
5.294264264608921167e+02 4.566176583889182683e-01 6.015938168835432975e-02
5.295525908109766533e+02 4.568068777015600879e-01 5.789056747356191579e-02
5.296787852265101719e+02 4.569481583361882926e-01 5.608099150202905392e-02
5.298050097146574444e+02 4.571817685232447692e-01 5.381272068917164475e-02
5.299312642825848343e+02 4.569884048330232762e-01 5.324647188017372912e-02
5.300575489374605240e+02 4.565365937898029913e-01 5.200104903239877174e-02
5.301838636864544014e+02 4.567407623037287867e-01 4.949007621557388603e-02
5.303102085367382870e+02 4.568455373059646663e-01 4.673687396190517873e-02
5.304365834954845695e+02 4.569523273392450680e-01 4.667329603363556956e-02
5.305629885698688213e+02 4.560792145742407766e-01 4.428512698341791065e-02
5.306894237670676375e+02 4.565400145047462388e-01 4.303841736195312961e-02
5.308158890942593189e+02 4.564439562797296124e-01 4.184275564974893058e-02
5.309423845586239850e+02 4.564344364347434624e-01 3.808103789015282459e-02
5.310689101673434607e+02 4.568217867119510611e-01 3.856151399148233239e-02
5.311954659276013899e+02 4.561300424229272621e-01 3.782355077098520368e-02
5.313220518465827809e+02 4.566170704125460666e-01 3.594596601830124527e-02
5.314486679314751427e+02 4.564512480446201170e-01 3.269683832604153295e-02
5.315753141894662122e+02 4.566609187595049857e-01 3.100627984596471265e-02
5.317019906277467953e+02 4.561338030294321277e-01 2.909455384762571484e-02
5.318286972535090626e+02 4.566311429023152679e-01 2.812552059033235352e-02
5.319554340739465488e+02 4.560864284916098521e-01 2.769025850640138842e-02
5.320822010962550621e+02 4.558716112806859289e-01 2.463061939181443449e-02
5.322089983276316616e+02 4.560327464218904003e-01 2.319599652254078492e-02
5.323358257752753389e+02 4.558371274155073594e-01 2.075251801260380446e-02
5.324626834463866771e+02 4.561358315690954846e-01 1.983034678039752308e-02
5.325895713481681923e+02 4.559004817301377521e-01 1.762568785944518268e-02
5.327164894878242194e+02 4.562181703887703832e-01 1.663969772318685258e-02
5.328434378725597753e+02 4.562211453152359431e-01 1.511714119881224505e-02
5.329704165095828330e+02 4.553565330430079383e-01 1.331362997355656219e-02
5.330974254061026159e+02 4.554217622208237559e-01 1.145614150077989279e-02
5.332244645693300527e+02 4.556698448050586769e-01 8.961693149713401141e-03
5.333515340064778911e+02 4.558872940721534484e-01 7.484583344895323620e-03
5.334786337247604706e+02 4.554025056730189314e-01 6.083098240345918839e-03
5.336057637313938358e+02 4.555398421540177156e-01 3.756648682012642126e-03
5.337329240335958502e+02 4.552915529475811685e-01 2.269794594331298043e-03
5.338601146385866514e+02 4.560132995792880450e-01 1.334054033817810847e-03
5.339873355535863766e+02 4.553674209146190144e-01 -5.704721455055405954e-04
5.341145867858186875e+02 4.551717363330805566e-01 -2.593528853503279663e-03
5.342418683425081554e+02 4.544713264615640735e-01 -3.435145635041436663e-03
5.343691802308812839e+02 4.548506039269823442e-01 -6.648171351185894196e-03
5.344965224581662824e+02 4.558181227897847854e-01 -7.732114868588269019e-03
5.346238950315928378e+02 4.550338196468953766e-01 -8.928821911928785937e-03
5.347512979583926835e+02 4.552340049426130686e-01 -1.086737529068226848e-02
5.348787312457991447e+02 4.551169928581330071e-01 -1.205012897924895299e-02
5.350061949010478202e+02 4.553179508518080398e-01 -1.434890166710456327e-02
5.351336889313743086e+02 4.550259302771130776e-01 -1.440141917100579150e-02
5.352612133440178468e+02 4.541448204384142540e-01 -1.664825213892839884e-02
5.353887681462184673e+02 4.548163196916620299e-01 -1.850743278173139217e-02
5.355163533452181355e+02 4.546952963397905001e-01 -1.978728787889405538e-02
5.356439689482606354e+02 4.537969879066574008e-01 -2.133656661227556484e-02
5.357716149625912294e+02 4.546608079591655804e-01 -2.367695628452004541e-02
5.358992913954572259e+02 4.541256237934213624e-01 -2.542367428829139797e-02
5.360269982541072977e+02 4.539536033995570374e-01 -2.735577593878923963e-02
5.361547355457920503e+02 4.545455207033448075e-01 -2.901867614207187529e-02
5.362825032777644765e+02 4.542493215911352911e-01 -2.975552260781322289e-02
5.364103014572773418e+02 4.542415990152015581e-01 -3.222375407074329345e-02
5.365381300915871634e+02 4.537101806579900698e-01 -3.291130509417694583e-02
5.366659891879512543e+02 4.533965998818770826e-01 -3.492983329073062748e-02
5.367938787536288601e+02 4.530823721987454200e-01 -3.727582724555178473e-02
5.369217987958810454e+02 4.533205509599660954e-01 -3.889097852865752714e-02
5.370497493219704666e+02 4.537549690863827423e-01 -3.954833076002772785e-02
5.371777303391614851e+02 4.530731851088248274e-01 -4.266343167866404329e-02
5.373057418547202815e+02 4.531432246891459181e-01 -4.257626722393581531e-02
5.374337838759150827e+02 4.532093133690624498e-01 -4.404055105747284315e-02
5.375618564100147978e+02 4.532105960285667812e-01 -4.592000042109978253e-02
5.376899594642909506e+02 4.526824498733855728e-01 -4.803362723215576224e-02
5.378180930460168838e+02 4.531640286154187125e-01 -5.105573489666959119e-02
5.379462571624673046e+02 4.528038984861503802e-01 -5.013774937833037626e-02
5.380744518209187390e+02 4.536365732021858110e-01 -5.317223482624289232e-02
5.382026770286494184e+02 4.526950733708804409e-01 -5.628576246813832284e-02
5.383309327929393930e+02 4.527512494630309137e-01 -5.534835580475627737e-02
5.384592191210704186e+02 4.521411834737769087e-01 -5.802652795646512374e-02
5.385875360203265245e+02 4.521131413830311030e-01 -6.034084807025497099e-02
5.387158834979918538e+02 4.520053802327184678e-01 -6.132503865003702259e-02
5.388442615613538464e+02 4.520339844555898434e-01 -6.422175120075213073e-02
5.389726702177013067e+02 4.521651872670732764e-01 -6.373291276547821127e-02
5.391011094743245167e+02 4.519469469349159940e-01 -6.758533093265617353e-02
5.392295793385158049e+02 4.517781665897983578e-01 -6.724894803288750111e-02
5.393580798175688642e+02 4.521779763638184568e-01 -6.902297851778715909e-02
5.394866109187794336e+02 4.509398541231766644e-01 -7.047387417006056864e-02
5.396151726494449576e+02 4.518924667554143904e-01 -7.358447856685579325e-02
5.397437650168649270e+02 4.516575672528709284e-01 -7.544793689621931421e-02
5.398723880283394010e+02 4.515631183229062429e-01 -7.745258144123745581e-02
5.400010416911711673e+02 4.509402377577405585e-01 -7.787668845630957293e-02
5.401297260126648325e+02 4.506348832572272256e-01 -7.911465168123443803e-02
5.402584410001263677e+02 4.510493236079390345e-01 -8.066121904759793182e-02
5.403871866608636765e+02 4.509058923886812287e-01 -8.318806139905854380e-02
5.405159630021861403e+02 4.510329973441626339e-01 -8.416578529376872453e-02
5.406447700314051872e+02 4.511773043356571145e-01 -8.529312176151560010e-02
5.407736077558338366e+02 4.505696217976226103e-01 -8.733886192984741115e-02
5.409024761827868133e+02 4.503266872859456593e-01 -8.967698912994093163e-02
5.410313753195812296e+02 4.505714557460092085e-01 -8.992386119112705245e-02
5.411603051735343115e+02 4.497665946391742886e-01 -9.333771310524641152e-02
5.412892657519666955e+02 4.499499268093374860e-01 -9.347302182184158426e-02
5.414182570621999275e+02 4.495849118654577925e-01 -9.436265507955221565e-02
5.415472791115577138e+02 4.495460392105174452e-01 -9.667673468705473283e-02
5.416763319073652383e+02 4.498922646233752265e-01 -9.913459604351881893e-02
5.418054154569495040e+02 4.496717459979089337e-01 -9.949332139623034976e-02
5.419345297676391056e+02 4.495908097042154439e-01 -1.017256797644865429e-01
5.420636748467647976e+02 4.492780134112212553e-01 -1.046152564485858250e-01
5.421928507016590402e+02 4.492793710667401519e-01 -1.054891821854391232e-01
5.423220573396550890e+02 4.489196084287161992e-01 -1.064615561683162070e-01
5.424512947680889283e+02 4.491139751858115314e-01 -1.079322053645621615e-01
5.425805629942982478e+02 4.485317023887257504e-01 -1.108064562129476016e-01
5.427098620256222148e+02 4.488128714886575610e-01 -1.119750813446351856e-01
5.428391918694017022e+02 4.480996439668368247e-01 -1.133709035699053125e-01
5.429685525329795155e+02 4.481136145288018291e-01 -1.146124714970286895e-01
5.430979440237000517e+02 4.482566457612501831e-01 -1.165386465125526350e-01
5.432273663489096407e+02 4.482689084546146452e-01 -1.186474771021832630e-01
5.433568195159567722e+02 4.482853803236033219e-01 -1.197392828059982151e-01
5.434863035321901634e+02 4.476509281501735993e-01 -1.214440033254824414e-01
5.436158184049617148e+02 4.476248764126906088e-01 -1.228265684622340537e-01
5.437453641416246910e+02 4.471852373416148052e-01 -1.234653157383740485e-01
5.438749407495340620e+02 4.472486324922214096e-01 -1.266494488134011220e-01
5.440045482360466167e+02 4.468179443892477121e-01 -1.286122712272841362e-01
5.441341866085208494e+02 4.464719521706042582e-01 -1.295044381783045928e-01
5.442638558743168460e+02 4.467759828648379949e-01 -1.318236069039353531e-01
5.443935560407968524e+02 4.463770511228704052e-01 -1.332908743772240889e-01
5.445232871153244787e+02 4.464927564935420312e-01 -1.351635410556450978e-01
5.446530491052657226e+02 4.460930475034443066e-01 -1.369424145668363124e-01
5.447828420179869227e+02 4.453799175962372958e-01 -1.377577616853136178e-01
5.449126658608574871e+02 4.461157461027814297e-01 -1.386686400837269240e-01
5.450425206412483021e+02 4.456304886075734828e-01 -1.396920372870442684e-01
5.451724063665318454e+02 4.453217008400935928e-01 -1.412361539353237383e-01
5.453023230440822999e+02 4.448253962293238772e-01 -1.446272058713899966e-01
5.454322706812758952e+02 4.454634841191738026e-01 -1.459756072569566854e-01
5.455622492854903385e+02 4.452125246274512005e-01 -1.464612205129944833e-01
5.456922588641051561e+02 4.450895974591246307e-01 -1.488274189516549662e-01
5.458222994245022619e+02 4.440300263566266392e-01 -1.516917646878028769e-01
5.459523709740636832e+02 4.450290692081257382e-01 -1.520766897263396977e-01
5.460824735201747444e+02 4.436670769852861240e-01 -1.535660190328318464e-01
5.462126070702220204e+02 4.443324993672477796e-01 -1.557444909310308212e-01
5.463427716315940188e+02 4.439852195695040415e-01 -1.573394584976126609e-01
5.464729672116806114e+02 4.437705027172825778e-01 -1.582697519853164536e-01
5.466031938178738301e+02 4.439237858832645878e-01 -1.583095768036248963e-01
5.467334514575674120e+02 4.439358857293320137e-01 -1.607392822912316888e-01
5.468637401381564587e+02 4.433455608826453176e-01 -1.632554454174961478e-01
5.469940598670389136e+02 4.429176790153314669e-01 -1.639462134246052472e-01
5.471244106516126067e+02 4.427717968202267151e-01 -1.660965043049706935e-01
5.472547924992787785e+02 4.425087820584241993e-01 -1.664355590824468933e-01
5.473852054174396926e+02 4.424765315614578309e-01 -1.680613212883841356e-01
5.475156494134997729e+02 4.420369679200882862e-01 -1.714135298464150026e-01
5.476461244948649210e+02 4.423871326346707766e-01 -1.727273181808817171e-01
5.477766306689429712e+02 4.422575196325185809e-01 -1.732727630503312355e-01
